# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72, f73, f74, f75, f76, f77, f78, f79, f80, f81, f82, f83, f84, f85, f86, f87, f88, f89, f90, f91, f92, f93, f94, f95, f96, f97, f98, f99, f100, f101, f102, f103, f104, f105, f106, f107, f108, f109, f110, f111, f112, f113, f114, f115, f116, f117, f118, f119, f120, f121, f122, f123, f124, f125, f126, f127, f128, f129, f130, f131, f132, f133, f134, f135, f136, f137, f138, f139, f140, f141, f142, f143, f144, f145, f146, f147, f148, f149, f150, f151, f152, f153, f154, f155, f156, f157, f158, f159, f160, f161, f162, f163, f164, f165, f166, f167, f168, f169, f170, f171, f172, f173, f174, f175, f176, f177, f178, f179, f180, f181, f182, f183, f184, f185, f186, f187, f188, f189, f190, f191, f192, f193, f194, f195, f196, f197, f198, f199, f200, f201, f202, f203, f204, f205, f206, f207, f208, f209, f210, f211, f212, f213, f214, f215, f216, f217, f218, f219, f220, f221, f222, f223, f224, f225, f226, f227, f228, f229, f230, f231, f232, f233, f234, f235, f236, f237, f238, f239, f240, f241, f242, f243, f244, f245, f246, f247, f248, f249, f250, f251, f252, f253, f254, f255, f256, f257, f258, f259, f260, f261, f262, f263, f264, f265, f266, f267, f268, f269, f270, f271, f272, f273, f274, f275, f276, f277, f278, f279, f280, f281, f282, f283, f284, f285, f286, f287, f288, f289, f290, f291, f292, f293, f294, f295, f296, f297, f298, f299, f300, f301, f302, f303, f304, f305, f306, f307, f308, f309, f310, f311, f312, f313, f314, f315, f316, f317, f318, f319, f320, f321, f322, f323, f324, f325, f326, f327, f328, f329, f330, f331, f332, f333, f334, f335, f336, f337, f338, f339, f340, f341, f342, f343, f344, f345, f346, f347, f348, f349, f350, f351, f352, f353, f354, f355, f356, f357, f358, f359, f360, f361, f362, f363, f364, f365, f366, f367, f368, f369, f370, f371, f372, f373, f374, f375, f376, f377, f378, f379, f380, f381, f382, f383, f384, f385, f386, f387, f388, f389, f390, f391, f392, f393, f394, f395, f396, f397, f398, f399, f400, f401, f402, f403, f404, f405, f406, f407, f408, f409, f410, f411, f412, f413, f414, f415, f416, f417, f418, f419, f420, f421, f422, f423, f424, f425, f426, f427, f428, f429, f430, f431, f432, f433, f434, f435, f436, f437, f438, f439, f440, f441, f442, f443, f444, f445, f446, f447, f448, f449, f450, f451, f452, f453, f454, f455, f456, f457, f458, f459, f460, f461, f462, f463, f464, f465, f466, f467, f468, f469, f470, f471, f472, f473, f474, f475, f476, f477, f478, f479, f480, f481, f482, f483, f484, f485, f486, f487, f488, f489, f490, f491, f492, f493, f494, f495, f496, f497, f498, f499, f500, f501, f502, f503, f504, f505, f506, f507, f508, f509, f510, f511, f512, f513, f514, f515, f516, f517, f518, f519, f520, f521, f522, f523, f524, f525, f526, f527, f528, f529, f530, f531, f532, f533, f534, f535, f536, f537, f538, f539, f540, f541, f542, f543, f544, f545, f546, f547, f548, f549, f550, f551, f552, f553, f554, f555, f556, f557, f558, f559, f560, f561, f562, f563, f564, f565, f566, f567, f568, f569, f570, f571, f572, f573, f574, f575, f576, f577, f578, f579, f580, f581, f582, f583, f584, f585, f586, f587, f588, f589, f590, f591, f592, f593, f594, f595, f596, f597, f598, f599
0.0099999, 1.98, 9.23683, -1.62087, 3.14598, -0.320435, 0.457764, 6.65283, 9.34457, -1.68791, 3.13401, 0.534058, -3.12805, 5.44739, 9.44513, -1.72861, 3.05261, 0.0152588, -4.10461, 4.24194, 9.52174, -1.73819, 2.91135, -0.350952, -4.76074, 1.70898, 9.56962, -1.73101, 2.73418, -2.74658, -5.34058, 2.85339, 9.5792, -1.71185, 2.54982, -5.64575, -5.21851, 4.01306, 9.57441, -1.69031, 2.38223, -7.73621, -7.24792, 3.06702, 9.51695, -1.63763, 2.24097, -8.92639, -6.48499, 0.350952, 9.43794, -1.58975, 2.17633, -13.5651, -5.92041, 1.17493, 9.31344, -1.51074, 2.14042, -15.8386, -3.9978, 6.79016, 9.21768, -1.45089, 2.20267, -12.3291, -5.98145, 10.3149, 9.18176, -1.38145, 2.29843, -6.31714, -6.42395, 10.1166, 9.25598, -1.37667, 2.47321, -4.36401, -4.56238, 11.4136, 9.42597, -1.41737, 2.70066, 0.701904, 1.7395, 11.9476, 9.63906, -1.53468, 2.94487, 7.8125, 7.2937, 11.0321, 9.84496, -1.70707, 3.18429, 9.85718, 8.62122, 11.3525, 10.0245, -1.86987, 3.32315, 13.9923, 10.0098, 11.0931, 10.1538, -1.95367, 3.3447, 15.6403, 9.96399, 10.6659, 10.252, -1.92015, 3.2609, 11.6272, 2.96021, 8.10242, 10.3166, -1.78847, 3.07176, 11.5814, -5.8136, 5.95093, 10.3477, -1.58975, 2.84431, 12.7716, -8.20923, 7.32422, 10.3358, -1.36469, 2.58334, 13.6871, -8.0719, 7.53784, 10.252, -1.15879, 2.26491, 14.3433, -10.376, 5.84412, 10.1155, -0.960075, 1.95367, 8.30078, -12.1918, 5.82886, 9.93354, -0.799663, 1.71185, 5.95093, -6.02722, 7.87354, 9.81144, -0.711078, 1.62327, 12.8479, 2.7771, 11.1694, 9.74919, -0.682347, 1.69031, 23.0255, 9.30786, 11.1847, 9.75877, -0.670376, 1.87705, 24.6124, 18.4174, 6.53076, 9.75877, -0.605733, 2.09014, 14.9536, 19.5618, 4.50134, 9.67257, -0.47884, 2.36547, 4.86755, 13.443, 9.41467, 9.66539, -0.356736, 2.70305, 6.72913, 24.9023, 32.7911, 9.58399, -0.28491, 3.14359, 22.4609, 59.1736, 27.0844, 9.67257, -0.323217, 3.61524, 24.9023, 52.3529, 21.759, 9.663, -0.402226, 4.07254, 7.06482, 42.2668, 21.9879, 9.61272, -0.54109, 4.46519, 4.40979, 21.3013, 25.2533, 9.46189, -0.672771, 4.71897, 10.3607, 9.01794, 23.468, 9.22246, -0.840365, 4.89854, -2.42615, 17.9901, 20.9808, 8.9615, -1.01993, 4.89854, -9.90295, 12.7563, 13.4888, 8.67659, -1.23062, 4.7908, -21.2402, -1.77002, 12.97, 8.31746, -1.48919, 4.63039, -36.5753, -15.0299, 7.33948, 7.97748, -1.81959, 4.44124, -39.1846, -19.9738, 0.732422, 7.58483, -2.24576, 4.25928, -45.4254, -36.499, 0.946045, 7.29753, -2.69827, 4.03902, -51.2695, -37.4298, 6.37817, 6.86178, -3.21302, 3.71341, -62.6984, -23.1476, -9.53674, 6.61039, -3.64158, 3.45244, -92.6819, -18.1885, 19.3787, 6.3183, -4.11324, 3.33512, -112.488, -40.4663, 21.347, 6.32309, -4.61123, 3.58412, -97.3511, -56.6406, 8.75854, 6.56969, -5.23612, 4.01029, -48.2483, -29.4189, -10.1776, 7.10599, -5.94001, 4.62799, -48.0957, -17.1051, -13.0615, 7.87453, -6.59842, 5.33668, -76.5686, -38.0554, 3.41797, 8.7125, -7.07487, 6.05972, -44.4489, -25.9552, -13.4735, 9.48343, -7.20655, 6.7732, 12.2223, 4.48608, -36.7279, 9.98622, -7.05811, 7.2664, 28.8544, -19.9585, -37.262, 10.0149, -6.6056, 7.27837, 27.9999, -62.9425, -45.2423, 9.68215, -6.0693, 6.7708, 39.9017, -67.1234, -38.4827, 9.25119, -5.58088, 5.83228, 42.8314, -87.0972, -25.4211, 8.88967, -5.22175, 4.71418, 34.8053, -106.72, -49.4385, 8.80348, -4.98473, 3.5937, 37.1704, -99.6704, -61.5845, 8.84658, -4.80037, 2.6025, 55.4657, -82.4127, -52.4139, 8.88249, -4.54898, 1.77889, 74.4171, -58.8379, -37.3077, 8.77954, -4.29041, 1.13006, 72.7844, -52.8412, -27.8625, 8.56645, -4.01508, 0.691924, 69.1528, -51.9562, -28.9612, 8.39647, -3.84988, 0.490811, 77.4689, -41.0919, -25.8179, 8.21929, -3.80439, 0.447716, 90.6067, -45.578, -23.2544, 8.04931, -3.83551, 0.526724, 92.1326, -52.5055, -26.6418, 7.94157, -3.89297, 0.531513, 84.0759, -58.9142, -24.6887, 7.79552, -3.91452, 0.371101, 79.1779, -77.4994, -19.0277, 7.7213, -3.88579, 0.0933739, 77.1484, -85.6323, -21.8048, 7.71412, -3.82115, -0.270545, 84.5795, -65.9485, -25.4974, 7.82904, -3.7972, -0.591368, 94.4672, -35.7208, -22.4152, 8.03973, -3.82115, -0.785298, 96.4813, -32.0587, -17.5781, 8.32464, -3.87142, -0.924162, 101.379, -40.6036, -24.7955, 8.62631, -3.94325, -0.948104, 106.079, -32.4249, -25.9247, 8.82742, -3.98874, -0.902614, 115.097, -15.3198, -19.7449, 8.88728, -4.02705, -0.797269, 127.411, -16.0217, -13.6108, 8.88967, -4.11324, -0.739808, 133.881, -33.1421, -8.45337, 8.9591, -4.20422, -0.895431, 134.476, -34.5764, -15.9149, 9.06445, -4.32872, -1.26893, 127.64, -29.8004, -26.9928, 9.10515, -4.40294, -1.77889, 117.752, -31.6925, -32.0282, 9.03332, -4.24013, -2.16915, 111.923, -16.3269, -31.2653, 8.8777, -4.01029, -2.32477, 114.899, -1.34277, -23.5596, 8.71968, -3.78044, -2.29125, 117.416, -23.7274, -11.6119, 8.58082, -3.65116, -2.18351, 119.659, -29.007, -12.5427, 8.52815, -3.58891, -2.06859, 125.488, 1.77002, -22.0947, 8.53772, -3.65355, -1.96085, 124.344, 8.48389, -16.6321, 8.61673, -3.78763, -1.85072, 125.183, -15.8386, -9.58252, 8.69095, -3.90494, -1.81241, 120.987, -37.5519, -17.3492, 8.74602, -4.03662, -1.83635, 106.674, -36.3159, -24.8108, 8.78433, -4.07493, -1.93212, 101.028, -13.2599, -14.4043, 8.83221, -4.03902, -2.07338, 107.101, -12.9547, -7.72095, 8.97347, -3.97677, -2.26491, 112.137, -25.0397, -15.3503, 9.10994, -3.85945, -2.48039, 104.324, -10.1776, -24.8871, 9.18655, -3.65595, -2.60968, 87.7075, 8.28552, -21.5607, 9.10994, -3.34709, -2.61686, 85.6934, -4.53186, -14.4653, 9.01178, -3.00472, -2.46842, 94.8181, -17.4561, -10.9558, 8.99262, -2.77967, -2.36308, 106.155, 14.4958, -7.35474, 9.09797, -2.72221, -2.34632, 96.4203, 41.748, -9.01794, 9.29669, -2.80122, -2.43969, 72.2198, 27.1149, -18.5852, 9.52653, -2.81798, -2.57856, 58.2886, -0.961304, -29.6631, 9.72046, -2.79643, -2.71981, 54.2755, -0.320435, -26.5045
0.21, 1.98, 9.21768, -1.45089, 2.20267, -12.3291, -5.98145, 10.3149, 9.18176, -1.38145, 2.29843, -6.31714, -6.42395, 10.1166, 9.25598, -1.37667, 2.47321, -4.36401, -4.56238, 11.4136, 9.42597, -1.41737, 2.70066, 0.701904, 1.7395, 11.9476, 9.63906, -1.53468, 2.94487, 7.8125, 7.2937, 11.0321, 9.84496, -1.70707, 3.18429, 9.85718, 8.62122, 11.3525, 10.0245, -1.86987, 3.32315, 13.9923, 10.0098, 11.0931, 10.1538, -1.95367, 3.3447, 15.6403, 9.96399, 10.6659, 10.252, -1.92015, 3.2609, 11.6272, 2.96021, 8.10242, 10.3166, -1.78847, 3.07176, 11.5814, -5.8136, 5.95093, 10.3477, -1.58975, 2.84431, 12.7716, -8.20923, 7.32422, 10.3358, -1.36469, 2.58334, 13.6871, -8.0719, 7.53784, 10.252, -1.15879, 2.26491, 14.3433, -10.376, 5.84412, 10.1155, -0.960075, 1.95367, 8.30078, -12.1918, 5.82886, 9.93354, -0.799663, 1.71185, 5.95093, -6.02722, 7.87354, 9.81144, -0.711078, 1.62327, 12.8479, 2.7771, 11.1694, 9.74919, -0.682347, 1.69031, 23.0255, 9.30786, 11.1847, 9.75877, -0.670376, 1.87705, 24.6124, 18.4174, 6.53076, 9.75877, -0.605733, 2.09014, 14.9536, 19.5618, 4.50134, 9.67257, -0.47884, 2.36547, 4.86755, 13.443, 9.41467, 9.66539, -0.356736, 2.70305, 6.72913, 24.9023, 32.7911, 9.58399, -0.28491, 3.14359, 22.4609, 59.1736, 27.0844, 9.67257, -0.323217, 3.61524, 24.9023, 52.3529, 21.759, 9.663, -0.402226, 4.07254, 7.06482, 42.2668, 21.9879, 9.61272, -0.54109, 4.46519, 4.40979, 21.3013, 25.2533, 9.46189, -0.672771, 4.71897, 10.3607, 9.01794, 23.468, 9.22246, -0.840365, 4.89854, -2.42615, 17.9901, 20.9808, 8.9615, -1.01993, 4.89854, -9.90295, 12.7563, 13.4888, 8.67659, -1.23062, 4.7908, -21.2402, -1.77002, 12.97, 8.31746, -1.48919, 4.63039, -36.5753, -15.0299, 7.33948, 7.97748, -1.81959, 4.44124, -39.1846, -19.9738, 0.732422, 7.58483, -2.24576, 4.25928, -45.4254, -36.499, 0.946045, 7.29753, -2.69827, 4.03902, -51.2695, -37.4298, 6.37817, 6.86178, -3.21302, 3.71341, -62.6984, -23.1476, -9.53674, 6.61039, -3.64158, 3.45244, -92.6819, -18.1885, 19.3787, 6.3183, -4.11324, 3.33512, -112.488, -40.4663, 21.347, 6.32309, -4.61123, 3.58412, -97.3511, -56.6406, 8.75854, 6.56969, -5.23612, 4.01029, -48.2483, -29.4189, -10.1776, 7.10599, -5.94001, 4.62799, -48.0957, -17.1051, -13.0615, 7.87453, -6.59842, 5.33668, -76.5686, -38.0554, 3.41797, 8.7125, -7.07487, 6.05972, -44.4489, -25.9552, -13.4735, 9.48343, -7.20655, 6.7732, 12.2223, 4.48608, -36.7279, 9.98622, -7.05811, 7.2664, 28.8544, -19.9585, -37.262, 10.0149, -6.6056, 7.27837, 27.9999, -62.9425, -45.2423, 9.68215, -6.0693, 6.7708, 39.9017, -67.1234, -38.4827, 9.25119, -5.58088, 5.83228, 42.8314, -87.0972, -25.4211, 8.88967, -5.22175, 4.71418, 34.8053, -106.72, -49.4385, 8.80348, -4.98473, 3.5937, 37.1704, -99.6704, -61.5845, 8.84658, -4.80037, 2.6025, 55.4657, -82.4127, -52.4139, 8.88249, -4.54898, 1.77889, 74.4171, -58.8379, -37.3077, 8.77954, -4.29041, 1.13006, 72.7844, -52.8412, -27.8625, 8.56645, -4.01508, 0.691924, 69.1528, -51.9562, -28.9612, 8.39647, -3.84988, 0.490811, 77.4689, -41.0919, -25.8179, 8.21929, -3.80439, 0.447716, 90.6067, -45.578, -23.2544, 8.04931, -3.83551, 0.526724, 92.1326, -52.5055, -26.6418, 7.94157, -3.89297, 0.531513, 84.0759, -58.9142, -24.6887, 7.79552, -3.91452, 0.371101, 79.1779, -77.4994, -19.0277, 7.7213, -3.88579, 0.0933739, 77.1484, -85.6323, -21.8048, 7.71412, -3.82115, -0.270545, 84.5795, -65.9485, -25.4974, 7.82904, -3.7972, -0.591368, 94.4672, -35.7208, -22.4152, 8.03973, -3.82115, -0.785298, 96.4813, -32.0587, -17.5781, 8.32464, -3.87142, -0.924162, 101.379, -40.6036, -24.7955, 8.62631, -3.94325, -0.948104, 106.079, -32.4249, -25.9247, 8.82742, -3.98874, -0.902614, 115.097, -15.3198, -19.7449, 8.88728, -4.02705, -0.797269, 127.411, -16.0217, -13.6108, 8.88967, -4.11324, -0.739808, 133.881, -33.1421, -8.45337, 8.9591, -4.20422, -0.895431, 134.476, -34.5764, -15.9149, 9.06445, -4.32872, -1.26893, 127.64, -29.8004, -26.9928, 9.10515, -4.40294, -1.77889, 117.752, -31.6925, -32.0282, 9.03332, -4.24013, -2.16915, 111.923, -16.3269, -31.2653, 8.8777, -4.01029, -2.32477, 114.899, -1.34277, -23.5596, 8.71968, -3.78044, -2.29125, 117.416, -23.7274, -11.6119, 8.58082, -3.65116, -2.18351, 119.659, -29.007, -12.5427, 8.52815, -3.58891, -2.06859, 125.488, 1.77002, -22.0947, 8.53772, -3.65355, -1.96085, 124.344, 8.48389, -16.6321, 8.61673, -3.78763, -1.85072, 125.183, -15.8386, -9.58252, 8.69095, -3.90494, -1.81241, 120.987, -37.5519, -17.3492, 8.74602, -4.03662, -1.83635, 106.674, -36.3159, -24.8108, 8.78433, -4.07493, -1.93212, 101.028, -13.2599, -14.4043, 8.83221, -4.03902, -2.07338, 107.101, -12.9547, -7.72095, 8.97347, -3.97677, -2.26491, 112.137, -25.0397, -15.3503, 9.10994, -3.85945, -2.48039, 104.324, -10.1776, -24.8871, 9.18655, -3.65595, -2.60968, 87.7075, 8.28552, -21.5607, 9.10994, -3.34709, -2.61686, 85.6934, -4.53186, -14.4653, 9.01178, -3.00472, -2.46842, 94.8181, -17.4561, -10.9558, 8.99262, -2.77967, -2.36308, 106.155, 14.4958, -7.35474, 9.09797, -2.72221, -2.34632, 96.4203, 41.748, -9.01794, 9.29669, -2.80122, -2.43969, 72.2198, 27.1149, -18.5852, 9.52653, -2.81798, -2.57856, 58.2886, -0.961304, -29.6631, 9.72046, -2.79643, -2.71981, 54.2755, -0.320435, -26.5045, 9.83299, -2.60968, -2.90896, 40.2374, 12.7563, -19.577, 9.80665, -2.34871, -3.07655, 12.6648, 6.48499, -27.9236, 9.66779, -2.08296, -3.16035, 0.228882, 4.776, -34.0118, 9.44034, -1.70946, -3.19626, 12.8174, 26.2451, -31.2195, 9.2488, -1.31921, -3.12683, 8.45337, 44.6472, -28.6255, 9.22965, -0.876278, -3.01669, -12.2375, 47.4548, -36.8195, 9.40442, -0.4956, -2.77488, -30.4871, 34.729, -48.7213, 9.61751, -0.263362, -2.38223, -26.535, 12.6801, -62.5763, 9.73243, -0.117316, -1.92733, -12.3138, 0.732422, -70.7397, 9.65821, 0.035913, -1.56341, -15.4572, -3.40271, -63.6139
0.41, 1.98, 10.3477, -1.58975, 2.84431, 12.7716, -8.20923, 7.32422, 10.3358, -1.36469, 2.58334, 13.6871, -8.0719, 7.53784, 10.252, -1.15879, 2.26491, 14.3433, -10.376, 5.84412, 10.1155, -0.960075, 1.95367, 8.30078, -12.1918, 5.82886, 9.93354, -0.799663, 1.71185, 5.95093, -6.02722, 7.87354, 9.81144, -0.711078, 1.62327, 12.8479, 2.7771, 11.1694, 9.74919, -0.682347, 1.69031, 23.0255, 9.30786, 11.1847, 9.75877, -0.670376, 1.87705, 24.6124, 18.4174, 6.53076, 9.75877, -0.605733, 2.09014, 14.9536, 19.5618, 4.50134, 9.67257, -0.47884, 2.36547, 4.86755, 13.443, 9.41467, 9.66539, -0.356736, 2.70305, 6.72913, 24.9023, 32.7911, 9.58399, -0.28491, 3.14359, 22.4609, 59.1736, 27.0844, 9.67257, -0.323217, 3.61524, 24.9023, 52.3529, 21.759, 9.663, -0.402226, 4.07254, 7.06482, 42.2668, 21.9879, 9.61272, -0.54109, 4.46519, 4.40979, 21.3013, 25.2533, 9.46189, -0.672771, 4.71897, 10.3607, 9.01794, 23.468, 9.22246, -0.840365, 4.89854, -2.42615, 17.9901, 20.9808, 8.9615, -1.01993, 4.89854, -9.90295, 12.7563, 13.4888, 8.67659, -1.23062, 4.7908, -21.2402, -1.77002, 12.97, 8.31746, -1.48919, 4.63039, -36.5753, -15.0299, 7.33948, 7.97748, -1.81959, 4.44124, -39.1846, -19.9738, 0.732422, 7.58483, -2.24576, 4.25928, -45.4254, -36.499, 0.946045, 7.29753, -2.69827, 4.03902, -51.2695, -37.4298, 6.37817, 6.86178, -3.21302, 3.71341, -62.6984, -23.1476, -9.53674, 6.61039, -3.64158, 3.45244, -92.6819, -18.1885, 19.3787, 6.3183, -4.11324, 3.33512, -112.488, -40.4663, 21.347, 6.32309, -4.61123, 3.58412, -97.3511, -56.6406, 8.75854, 6.56969, -5.23612, 4.01029, -48.2483, -29.4189, -10.1776, 7.10599, -5.94001, 4.62799, -48.0957, -17.1051, -13.0615, 7.87453, -6.59842, 5.33668, -76.5686, -38.0554, 3.41797, 8.7125, -7.07487, 6.05972, -44.4489, -25.9552, -13.4735, 9.48343, -7.20655, 6.7732, 12.2223, 4.48608, -36.7279, 9.98622, -7.05811, 7.2664, 28.8544, -19.9585, -37.262, 10.0149, -6.6056, 7.27837, 27.9999, -62.9425, -45.2423, 9.68215, -6.0693, 6.7708, 39.9017, -67.1234, -38.4827, 9.25119, -5.58088, 5.83228, 42.8314, -87.0972, -25.4211, 8.88967, -5.22175, 4.71418, 34.8053, -106.72, -49.4385, 8.80348, -4.98473, 3.5937, 37.1704, -99.6704, -61.5845, 8.84658, -4.80037, 2.6025, 55.4657, -82.4127, -52.4139, 8.88249, -4.54898, 1.77889, 74.4171, -58.8379, -37.3077, 8.77954, -4.29041, 1.13006, 72.7844, -52.8412, -27.8625, 8.56645, -4.01508, 0.691924, 69.1528, -51.9562, -28.9612, 8.39647, -3.84988, 0.490811, 77.4689, -41.0919, -25.8179, 8.21929, -3.80439, 0.447716, 90.6067, -45.578, -23.2544, 8.04931, -3.83551, 0.526724, 92.1326, -52.5055, -26.6418, 7.94157, -3.89297, 0.531513, 84.0759, -58.9142, -24.6887, 7.79552, -3.91452, 0.371101, 79.1779, -77.4994, -19.0277, 7.7213, -3.88579, 0.0933739, 77.1484, -85.6323, -21.8048, 7.71412, -3.82115, -0.270545, 84.5795, -65.9485, -25.4974, 7.82904, -3.7972, -0.591368, 94.4672, -35.7208, -22.4152, 8.03973, -3.82115, -0.785298, 96.4813, -32.0587, -17.5781, 8.32464, -3.87142, -0.924162, 101.379, -40.6036, -24.7955, 8.62631, -3.94325, -0.948104, 106.079, -32.4249, -25.9247, 8.82742, -3.98874, -0.902614, 115.097, -15.3198, -19.7449, 8.88728, -4.02705, -0.797269, 127.411, -16.0217, -13.6108, 8.88967, -4.11324, -0.739808, 133.881, -33.1421, -8.45337, 8.9591, -4.20422, -0.895431, 134.476, -34.5764, -15.9149, 9.06445, -4.32872, -1.26893, 127.64, -29.8004, -26.9928, 9.10515, -4.40294, -1.77889, 117.752, -31.6925, -32.0282, 9.03332, -4.24013, -2.16915, 111.923, -16.3269, -31.2653, 8.8777, -4.01029, -2.32477, 114.899, -1.34277, -23.5596, 8.71968, -3.78044, -2.29125, 117.416, -23.7274, -11.6119, 8.58082, -3.65116, -2.18351, 119.659, -29.007, -12.5427, 8.52815, -3.58891, -2.06859, 125.488, 1.77002, -22.0947, 8.53772, -3.65355, -1.96085, 124.344, 8.48389, -16.6321, 8.61673, -3.78763, -1.85072, 125.183, -15.8386, -9.58252, 8.69095, -3.90494, -1.81241, 120.987, -37.5519, -17.3492, 8.74602, -4.03662, -1.83635, 106.674, -36.3159, -24.8108, 8.78433, -4.07493, -1.93212, 101.028, -13.2599, -14.4043, 8.83221, -4.03902, -2.07338, 107.101, -12.9547, -7.72095, 8.97347, -3.97677, -2.26491, 112.137, -25.0397, -15.3503, 9.10994, -3.85945, -2.48039, 104.324, -10.1776, -24.8871, 9.18655, -3.65595, -2.60968, 87.7075, 8.28552, -21.5607, 9.10994, -3.34709, -2.61686, 85.6934, -4.53186, -14.4653, 9.01178, -3.00472, -2.46842, 94.8181, -17.4561, -10.9558, 8.99262, -2.77967, -2.36308, 106.155, 14.4958, -7.35474, 9.09797, -2.72221, -2.34632, 96.4203, 41.748, -9.01794, 9.29669, -2.80122, -2.43969, 72.2198, 27.1149, -18.5852, 9.52653, -2.81798, -2.57856, 58.2886, -0.961304, -29.6631, 9.72046, -2.79643, -2.71981, 54.2755, -0.320435, -26.5045, 9.83299, -2.60968, -2.90896, 40.2374, 12.7563, -19.577, 9.80665, -2.34871, -3.07655, 12.6648, 6.48499, -27.9236, 9.66779, -2.08296, -3.16035, 0.228882, 4.776, -34.0118, 9.44034, -1.70946, -3.19626, 12.8174, 26.2451, -31.2195, 9.2488, -1.31921, -3.12683, 8.45337, 44.6472, -28.6255, 9.22965, -0.876278, -3.01669, -12.2375, 47.4548, -36.8195, 9.40442, -0.4956, -2.77488, -30.4871, 34.729, -48.7213, 9.61751, -0.263362, -2.38223, -26.535, 12.6801, -62.5763, 9.73243, -0.117316, -1.92733, -12.3138, 0.732422, -70.7397, 9.65821, 0.035913, -1.56341, -15.4572, -3.40271, -63.6139, 9.44273, 0.253785, -1.43413, -38.4674, -2.16675, -40.329, 9.14585, 0.538695, -1.47483, -72.5098, 1.63269, -17.3187, 8.85615, 0.859518, -1.60412, -93.4296, 14.7247, 16.8915, 8.64067, 1.07021, -1.57299, -94.2535, 44.1742, 76.9958, 8.6287, 1.04387, -1.34794, -72.6318, 59.0515, 130.31, 8.90882, 0.723049, -1.00317, -59.3567, 40.1154, 142.227, 9.35654, 0.148441, -0.651223, -66.9708, 13.3057, 114.273, 9.77792, -0.4956, -0.500388, -69.519, -5.93567, 79.7119, 9.96467, -1.11809, -0.526724, -55.0232, -10.849, 60.1349, 9.89284, -1.64242, -0.679953, -29.2511, 9.8114, 57.8613
