# Time (seconds),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0099999,0.6967126727104187,0.667982280254364,9.830592155456543,1.007080078125,1.4190673828125,-0.79345703125
0.029999900000000003,0.6799532771110535,0.6919242739677429,9.821015357971191,0.30517578125,0.762939453125,-0.3662109375
0.0499999,0.6560112833976746,0.7350199222564697,9.801861763000488,-1.190185546875,1.3427734375,-0.18310546875
0.0699999,0.6344634294509888,0.7733271718025208,9.785101890563965,-0.946044921875,0.732421875,1.40380859375
0.08999990000000001,0.6248866319656372,0.7852981686592102,9.77791976928711,-1.5716552734375,0.885009765625,3.1585693359375
0.10999990000000001,0.629675030708313,0.768538773059845,9.792284965515137,-0.885009765625,0.518798828125,2.044677734375
0.1299999,0.6536170840263367,0.7086837291717529,9.787496566772461,-0.4425048828125,-0.0457763671875,1.220703125
0.14999990000000002,0.6847416758537292,0.6344634294509888,9.782708168029785,-0.1220703125,0.42724609375,1.129150390625
0.1699999,0.7134721279144287,0.569819986820221,9.751583099365234,-0.5035400390625,1.2664794921875,0.30517578125
0.1899999,0.7326257228851318,0.5363011956214905,9.718064308166504,-0.3509521484375,1.922607421875,-0.885009765625
0.20999990000000002,0.7398083209991455,0.524330198764801,9.708487510681152,-0.2593994140625,2.6397705078125,-1.1138916015625
0.2299999,0.7350199222564697,0.5410895943641663,9.710882186889648,-0.457763671875,1.556396484375,-0.396728515625
0.2499999,0.7158663272857666,0.5889736413955688,9.749189376831055,-0.9918212890625,1.40380859375,-1.03759765625
0.2699999,0.6991068720817566,0.6224924325942993,9.765948295593262,-0.9307861328125,0.5645751953125,-0.1068115234375
0.28999990000000003,0.6799532771110535,0.6488286852836609,9.792284965515137,-0.152587890625,1.556396484375,0.67138671875
0.3099999,0.6584054827690125,0.6799532771110535,9.770736694335938,0.48828125,1.251220703125,-1.0528564453125
0.3299999,0.6512228846549988,0.6871358752250671,9.782708168029785,0.030517578125,2.960205078125,-0.67138671875
0.34999990000000003,0.6536170840263367,0.689530074596405,9.770736694335938,0.6866455078125,2.25830078125,0.7171630859375
0.3699999,0.6536170840263367,0.7086837291717529,9.780313491821289,1.251220703125,1.0528564453125,-0.79345703125
0.3899999,0.6631938815116882,0.706289529800415,9.806650161743164,0.3662109375,2.227783203125,-0.2593994140625
0.40999990000000003,0.6703764796257019,0.706289529800415,9.823410034179688,0.67138671875,1.5411376953125,0.79345703125
0.4299999,0.6703764796257019,0.7134721279144287,9.830592155456543,0.6866455078125,0.4730224609375,0.335693359375
0.4499999,0.6751648783683777,0.7110779285430908,9.84256362915039,-0.1068115234375,1.1749267578125,0.67138671875
0.4699999,0.6775590777397156,0.6991068720817566,9.823410034179688,0,1.251220703125,0.91552734375
0.4899999,0.6799532771110535,0.6775590777397156,9.81143856048584,-0.54931640625,0.6256103515625,1.0528564453125
0.5099999,0.6775590777397156,0.6560112833976746,9.782708168029785,0.457763671875,0.7171630859375,-0.18310546875
0.5299999,0.6703764796257019,0.6368576288223267,9.761159896850586,0.640869140625,1.40380859375,-0.2288818359375
0.5499999,0.6607996821403503,0.6272808313369751,9.734824180603027,-0.2593994140625,1.28173828125,0.6256103515625
0.5699999,0.6488286852836609,0.629675030708313,9.734824180603027,-0.6866455078125,1.6326904296875,0.3509521484375
0.5899998999999999,0.646434485912323,0.6224924325942993,9.737217903137207,0.1983642578125,1.2969970703125,0.030517578125
0.6099998999999999,0.646434485912323,0.6153098344802856,9.768342971801758,0.2288818359375,1.2359619140625,-0.1983642578125
0.6299999,0.6584054827690125,0.5985504388809204,9.77791976928711,-0.2899169921875,0.8697509765625,-0.3814697265625
0.6499999,0.667982280254364,0.5913678407669067,9.80904483795166,-0.274658203125,1.3427734375,-0.8392333984375
0.6699999,0.6775590777397156,0.586579442024231,9.828198432922363,0.2288818359375,1.4495849609375,-0.701904296875
0.6899999,0.6799532771110535,0.5961562395095825,9.832986831665039,0.518798828125,-0.9918212890625,-0.5950927734375
0.7099999,0.6871358752250671,0.5841852426528931,9.80904483795166,-0.9307861328125,-1.2054443359375,0.244140625
0.7299998999999999,0.6943184733390808,0.5602431893348694,9.744400978088379,-1.708984375,0.06103515625,-1.0528564453125
0.7499998999999999,0.6991068720817566,0.5339069962501526,9.660603523254395,-3.0975341796875,1.5716552734375,-3.509521484375
0.7699999,0.689530074596405,0.5482721924781799,9.610325813293457,-2.74658203125,2.7008056640625,-4.4708251953125
