# Time (seconds),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0099999,1.2425906658172607,0.08379705995321274,-9.612719535827637,-49.4842529296875,-64.910888671875,-40.95458984375
0.029999900000000003,1.05105459690094,0.31603461503982544,-9.919178009033203,-64.697265625,-46.875,-98.44970703125
0.0499999,0.9241618514060974,0.9361328482627869,-9.797073364257812,-239.288330078125,-46.0052490234375,-68.05419921875
0.0699999,1.0103530883789062,1.968033790588379,-9.8784761428833,-78.3843994140625,-34.9273681640625,-3.9825439453125
0.08999990000000001,0.9624691009521484,2.8634653091430664,-9.66539192199707,85.968017578125,4.5318603515625,25.1312255859375
0.10999990000000001,0.6512228846549988,3.177105665206909,-9.548076629638672,23.9715576171875,-0.18310546875,40.740966796875
0.1299999,0.6560112833976746,2.7054479122161865,-9.399636268615723,57.281494140625,33.8592529296875,29.23583984375
0.14999990000000002,0.8020575642585754,1.9776105880737305,-9.028534889221191,36.07177734375,64.1937255859375,-8.056640625
0.1699999,1.9560627937316895,1.5682021379470825,-8.607154846191406,53.9398193359375,68.7103271484375,-44.61669921875
0.1899999,2.8874073028564453,1.7405846118927002,-8.054094314575195,27.496337890625,57.4951171875,-8.6822509765625
0.20999990000000002,3.780444383621216,2.1787235736846924,-8.274360656738281,20.0958251953125,-20.111083984375,59.051513671875
0.2299999,3.773261785507202,2.343923568725586,-9.361329078674316,104.6295166015625,36.3006591796875,86.8072509765625
0.2499999,3.292027235031128,1.9369091987609863,-10.6709566116333,-57.220458984375,156.7840576171875,54.107666015625
0.2699999,2.516305923461914,1.2306196689605713,-11.963826179504395,-209.4879150390625,166.9769287109375,13.8092041015625
0.28999990000000003,2.2026655673980713,0.47165772318840027,-12.131420135498047,-317.4285888671875,71.5789794921875,60.8367919921875
0.3099999,2.4588451385498047,0.10295066982507706,-11.209651947021484,-362.3504638671875,44.9066162109375,78.125
0.3299999,2.9759926795959473,0.19153612852096558,-9.974244117736816,-236.0992431640625,75.0732421875,-5.2642822265625
0.34999990000000003,3.7660791873931885,0.7589619159698486,-8.604761123657227,-153.839111328125,119.7509765625,-83.3892822265625
0.3699999,4.345476150512695,1.9321208000183105,-7.321468830108643,-153.2135009765625,164.7186279296875,-87.6922607421875
0.3899999,4.606443881988525,3.734954595565796,-5.6910176277160645,-178.436279296875,203.67431640625,-65.5517578125
0.40999990000000003,4.685452938079834,5.614402770996094,-3.8522706031799316,-216.0797119140625,184.7686767578125,-29.2205810546875
0.4299999,4.786009311676025,6.88332986831665,-1.900996208190918,-192.4591064453125,111.8316650390625,-4.9285888671875
0.4499999,4.8051629066467285,7.723694801330566,-0.42377370595932007,-117.8436279296875,73.3489990234375,-67.9931640625
0.4699999,4.853046894073486,7.936778545379639,0.33279404044151306,-53.497314453125,66.2689208984375,-86.761474609375
